Name,Logo,Teaser,Sector,Company Stage,Business Model,Customer Focus,Founding Year,Team Size,Handelsregister,Headquarter,Official Website,On Social Media,Legal Entity,About,Members
phellow seven,https://cdn.startbase.com/images/company/phellow-seven/9972b58944/?w=205&h=64,Mobile and web-based health applications for citizens and patients,Life Science & Healthcare,Startup Stage,Sale of Services,B2C,2018,1-10 Employees,Found,"Heidelberg, DE",phellowseven.com,"['https://twitter.com/phellowseven', 'https://www.linkedin.com/company/phellow-seven/', 'https://www.xing.com/companies/phellowseven']",phellow seven GmbH,,{'Nicolas Weiß': 'Founder'}
Brille99,https://cdn.startbase.com/images/company/brille99-online-de/c2a7316568/?w=205&h=64,Online and stationary supplier of various glasses for 99€.,Life Science & Healthcare,Seed Stage,Retail / E-Commerce,B2C,2019,1-10 Employees,Found,"Lippstadt, DE",brille99-online.de,"['https://www.instagram.com/brille99geseke/', 'https://www.facebook.com/Brille99']",Brille99-online.de GmbH,,"{'Julia Scheibler': 'Founder', 'Jakob Kuhnert': 'Founder', 'Charlotte Kuhnert': 'Founder', 'Victoria Chudalla-Kuhnert': 'Founder'}"
homeandsmart,https://cdn.startbase.com/images/company/homeandsmart/fa0ab3c70b/?w=205&h=64,"A consumer portal for Smart Home, Internet of Things and E-Mobility in Germany.",IT and Communications,Startup Stage,Platform,B2C,2017,11-50 Employees,Found,"Karlsruhe, DE",homeandsmart.de,"['https://twitter.com/homeandsmart', 'https://www.linkedin.com/company/homeandsmart-gmbh-home-&-smart-/', 'https://www.xing.com/companies/homeandsmartgmbh', 'https://www.youtube.com/homeandsmart', 'https://www.facebook.com/homeandsmart']",homeandsmart GmbH,,{'Dr. Christian Friedrich Müller': 'Founder'}
THC Living,https://cdn.startbase.com/images/company/tommy-furniture/e61807e785/?w=205&h=64,Online-retailer for furniture especially chairs and bar stools.,Construction/Real Estate,Seed Stage,Retail / E-Commerce,B2C,2019,1-10 Employees,Found,"Hiddenhausen, DE",thc-living.de,[],Tommy Furniture GmbH,,{'Michael Kappel': 'Founder'}
MANAGEMENT TO THE GREEN,https://cdn.startbase.com/images/company/management-to-the-green/b753371c4e/?w=205&h=64,Producing and distributing of disinfectants online.,Chemicals/Pharmaceuticals,Seed Stage,Retail / E-Commerce,B2C,2020,1-10 Employees,Found,"Goch, DE",mttg.de,[],MANAGMENT TO THE GREEN UG,,{'Ralf Billion': 'Founder'}
LAPACHOO,https://cdn.startbase.com/images/2da18b857cd698f6f2d57574618e5e8e/fc92bd8ac6c6b09/?w=205&h=64,Tea from the Lapacho tree made in Germany.,Nutrition & Consumables,Seed Stage,Retail / E-Commerce,B2C,2020,1-10 Employees,Found,"Köln, DE",lapachoo.com,"['https://www.instagram.com/lapachoo_official/', 'https://www.linkedin.com/company/lapachoo/', 'https://www.facebook.com/lapachooofficial']",LAPACHOO UG,,{'Edgar Witt': 'Founder'}
URGROW,https://cdn.startbase.com/images/company/urgrow/2323ee9592/?w=205&h=64,Offering an urban garden solution to plant herbs and vegetables.,Agriculture & Forestry,Seed Stage,Manufacturing,B2C,2020,1-10 Employees,Found,"Leipzig, DE",urgrow.de,"['https://www.instagram.com/urgrow.de/?hl=de', 'https://www.linkedin.com/company/urgrow', 'https://www.facebook.com/urgrow/']",URGROW GmbH,,{'Pascal Wolf': 'Founder'}
Joavina,https://cdn.startbase.com/images/company/joavina/5e6c6e6558/?w=205&h=64,Organische Schönheitsprodukte für Haut und Haar.,Life Science & Healthcare,Seed Stage,Manufacturing,B2C,2020,1-10 Employees,Found,"Hamburg, DE",joavina.com,"['https://www.instagram.com/joavina_organics/', 'https://www.facebook.com/JoavinaAfricanOrganics/']",Joavina UG,,"{'Jeannette Komlanvi': 'Founder', 'Koudzo Sewodo Komlanvi': 'Founder'}"
LegenDairy Foods,https://cdn.startbase.com/images/company/legendairy-foods/e81395ea8b/?w=205&h=64,Development of dairy products based on milk proteins produced without cows.,Nutrition & Consumables,Seed Stage,Manufacturing,B2C,2019,1-10 Employees,Found,"Berlin, DE",legendairyfoods.de,['https://www.linkedin.com/company/legendairy-foods/'],LegenDairy Foods GmbH,,{'Raffael Fabian Wohlgensinger': 'Founder'}
Super Izzy,https://cdn.startbase.com/images/a6a21eb15e3f52986590f9234629f2ae/f3ec9d82ccbc3c1/?w=205&h=64,,Life Science & Healthcare,Startup Stage,Other,B2C,2016,1-10 Employees,Found,"Berlin, DE",superizzy.ai,"['https://www.instagram.com/superizzyai/', 'https://twitter.com/superizzyai', 'https://www.facebook.com/superizzyai/']",Smart Health UG,,{'Dr. Hajnalka Héjja': 'Founder'}
VR Quest,https://cdn.startbase.com/images/company/vr-quest/70bb04e3aa/?w=205&h=64,Virtual reality escape rooms allowing customers to experience virtual worlds.,Sports & Amusement/Gaming incl. Online,Startup Stage,Sale of Services,B2C,2017,1-10 Employees,Found,"Erkrath, DE",vr-quest.de,"['https://twitter.com/vrquest', 'https://www.facebook.com/VirtualRealityEscapeRoom/']",VR Quest GmbH,,"{'Dimitri Koltun': 'Founder', 'Dmitrij Zavodnik': 'Founder'}"
MenschDanke,https://cdn.startbase.com/images/company/menschdanke/48e804b554/?w=205&h=64,The company distributes vouchers for online shops.,Sports & Amusement/Gaming incl. Online,Startup Stage,Retail / E-Commerce,B2C,2008,11-50 Employees,Found,"Hamburg, DE",menschdanke.de,['https://www.xing.com/companies/menschdankegmbh'],MenschDanke GmbH,,{}
Braukollektiv,https://www.startbase.com/_themes/default/images/unknown-company.png?w=205&h=64,,Nutrition & Consumables,Startup Stage,Retail / E-Commerce,B2C,2014,1-10 Employees,Found,"Freiburg im Breisgau, DE",braukollektiv.com,"['http://instagram.com/braukollektiv', 'https://twitter.com/braukollektiv', 'https://www.facebook.com/Braukollektiv']",Braukollektiv KG,,"{'James Leonhard Tutor': 'Founder', 'Bernhard Robert Ulrich Traugott Frenzel': 'Founder', 'Dr. Gil Markus Scheuermann': 'Founder'}"
TonePedia,https://cdn.startbase.com/images/24f5dd32ea5e7ab22ee905ffc19b39db/5e922521135e62b/?w=205&h=64,,"Media, Arts & Entertainment",Startup Stage,SaaS,B2C,2017,11-50 Employees,Found,"Bremen, DE",tonepedia.com,"['https://www.instagram.com/tonepedia/', 'https://www.linkedin.com/company/tonepedia.com/', 'https://www.youtube.com/user/tonepedia', 'https://www.facebook.com/Tonepedia']",TonePedia GmbH,,{'Elad Yaacov': 'Founder'}
Drakensberg,https://cdn.startbase.com/images/company/equatorial/7ace271868/?w=205&h=64,Vintage travel bag manufacturer.,Textiles,Startup Stage,Manufacturing,B2C,2013,1-10 Employees,Found,"Lustadt, DE",drakensberg.de,"['https://www.instagram.com/drakensberg.de/', 'https://www.facebook.com/drakensberg.de/']",eQuatorial GmbH,,"{'Christoph Vollmer': 'Founder', 'Daniel Krämer': 'Founder'}"
reversible carbon neutrality,https://cdn.startbase.com/images/company/reversible-carbon-neutrality/ee5c0d6861/?w=205&h=64,Service for climate offsetting for private persons.,Sports & Amusement/Gaming incl. Online,Seed Stage,Sale of Services,B2C,2020,1-10 Employees,Found,"Falkensee, DE",re-versible.de,['https://www.linkedin.com/company/rvrsbl/'],reversible carbon neutrality e.K.,,{'Sven Keysers': 'Founder'}
gloveler,https://cdn.startbase.com/images/company/gloveler/47bdcef9aa/?w=205&h=64,Booking platform for private accommodation.,Tourism,Steady Stage,Platform,B2C,2009,11-50 Employees,Found,"Berlin, DE",gloveler.com,['https://www.facebook.com/gloveler'],gloveler GmbH,,"{'Andreas Pablo Sperber': 'Founder', 'Marco Matthias Umfahrer': 'Founder', 'Armin Daniel Harbrecht': 'Founder'}"
Prelovee,https://cdn.startbase.com/images/company/prelovee/02da61c864/?w=205&h=64,Meta search engine for vintage fashion.,Textiles,Startup Stage,Retail / E-Commerce,B2C,2015,1-10 Employees,Found,"Hamburg, DE",prelovee.de,"['https://twitter.com/PreloveeFashion', 'https://www.linkedin.com/company/prelovee-gmbh', 'https://www.facebook.com/preluvfashion/']",Prelovee GmbH,,"{'Swantje Pawlitschek': 'Founder', 'Roman Claudio Bach': 'Founder', 'Stephanie Neumann': 'Founder'}"
gameME,https://cdn.startbase.com/images/company/tts-oetzel-goerz/9594600325/?w=205&h=64,Real-time statistics and hosting for online gaming servers.,Sports & Amusement/Gaming incl. Online,Steady Stage,SaaS,B2C,2007,1-10 Employees,Found,"Leipzig, DE",gameme.com,"['https://twitter.com/gameME', 'https://www.linkedin.com/company/gameme/', 'https://www.facebook.com/gamemestats']",TTS Oetzel & Goerz GmbH,,"{'Thomas Görz': 'Founder', 'Tobias Oetzel': 'Founder'}"
Error Fare Alerts,https://cdn.startbase.com/images/company/myactivities/d6db51d05c/?w=205&h=64,Search engine for error fare flights.,Tourism,Startup Stage,Platform,B2C,2014,1-10 Employees,Found,"Stuttgart, DE",errorfarealerts.com,"['https://www.instagram.com/errorfarealerts/', 'https://twitter.com/errorfarealerts', 'https://www.linkedin.com/company/errorfarealerts/', 'https://www.facebook.com/errorfarealerts']",MyActivities GmbH,,{'Antonius Greß': 'Founder'}
Cloudplan,https://cdn.startbase.com/images/6e76b053cd0501d78010fa0601e9f153/ad12ca97daafa1c/?w=205&h=64,"Private cloud for data management, data storage, workflows and cybersecurity.",IT and Communications,Startup Stage,SaaS,B2C,2014,11-50 Employees,Found,"Hamburg, DE",cloudplan.net,"['https://www.linkedin.com/company/cloudplan-gmbh', 'https://www.xing.com/companies/cloudplangmbh', 'https://www.facebook.com/cloudplan.net/']",Cloudplan UG,,{'Frank Brügmann': 'Founder'}
Fictionic,https://cdn.startbase.com/images/company/fictionic/d84cd11d8a/?w=205&h=64,"Creating interactive stories, games, and experiences.","Media, Arts & Entertainment",Seed Stage,SaaS,B2C,2020,1-10 Employees,Found,"München, DE",fictionic.com,['https://www.instagram.com/fictionic.entertainment'],Fictionic UG,,{'Darja Vojenina': 'Founder'}
Matheheld.com,https://cdn.startbase.com/images/company/matheheld/2b97820eb5/?w=205&h=64,Digital math homework help platform.,Education,Seed Stage,Sale of Services,B2C,2020,1-10 Employees,Found,"Bad Bellingen, DE",matheheld.com,"['https://twitter.com/Matheheld/', 'https://www.facebook.com/Matheheld/']",Matheheld.com GmbH,,"{'Markus Stephan Hirschbühl': 'Founder', 'Sven Siegin': 'Founder', 'Axel Guckelsberger': 'Founder'}"
actio:,https://cdn.startbase.com/images/company/happy-habits-solution/3dab99a7f3/?w=205&h=64,Offering app based coaching and meditation.,"Media, Arts & Entertainment",Seed Stage,Platform,B2C,2019,11-50 Employees,Found,"Berlin, DE",actio.com,"['https://www.instagram.com/actiodaily/', 'https://www.linkedin.com/company/actiodaily', 'https://www.facebook.com/actiodaily/']",Happy Habits Solution GmbH,,"{'Daniel Stahlkopf': 'Founder', 'Nikita Fahrenholz': 'Founder'}"
Gymtelligence,https://cdn.startbase.com/images/company/gymtelligence/efe17de519/?w=205&h=64,Online platform for personal training services.,Life Science & Healthcare,Seed Stage,Platform,B2C,2019,1-10 Employees,Found,"Kulmbach, DE",gymtelligence.de,"['https://www.linkedin.com/company/gymtelligence', 'https://www.facebook.com/Gymtelligence-2450969995132401/']",Gymtelligence GmbH,,"{'Moritz Pascal Salamon': 'Founder', 'Benedikt Heinrich Schindele': 'Founder', 'Lennart Miles Remy': 'Founder'}"
Klara Maske,https://cdn.startbase.com/images/17166741c7347760dce708ae574792d1/650a02eb867d127/?w=205&h=64,,Life Science & Healthcare,Seed Stage,Retail / E-Commerce,B2C,2021,1-10 Employees,Found,"Pforzheim, DE",klara-maske.de,['https://www.facebook.com/klaradiemaske'],klarama UG,,{'Tobias Danzer': 'Founder'}
Selfster,https://cdn.startbase.com/images/company/selfster/fff9416f97/?w=205&h=64,Self-coaching software for personal success.,Sports & Amusement/Gaming incl. Online,Startup Stage,SaaS,B2C,2014,1-10 Employees,Found,"Hamburg, DE",selfster.com,"['https://www.twitter.com/goselfster', 'https://www.linkedin.com/company/techminds-gmbh', 'https://www.xing.com/pages/techmindsgmbh', 'https://www.facebook.com/goselfster/']",TechMinds GmbH,,{'Florenz Elia Klasen': 'Founder'}
Room,https://cdn.startbase.com/images/company/room/d5be309209/?w=205&h=64,Production and distribution of soundproof office phone booths and meeting pods.,IT and Communications,Startup Stage,Retail / E-Commerce,B2C,2017,11-50 Employees,Found,"Berlin, DE",room.com,"['https://www.instagram.com/madebyroom/', 'https://www.linkedin.com/company/madebyroom/', 'https://www.facebook.com/madebyroom']",Room Collective Germany GmbH,,"{'Brian Chen': 'Founder', 'Oliver Kaltner': 'Founder', 'Morten Meisner-Jensen': 'Founder'}"
Veganblitz,https://cdn.startbase.com/images/company/veganblitz/18447af485/?w=205&h=64,Online-retailer for different kinds of vegan food.,Nutrition & Consumables,Seed Stage,Retail / E-Commerce,B2C,2017,1-10 Employees,Found,"Köln, DE",veganblitz.de,"['https://www.instagram.com/veganblitz/', 'https://www.facebook.com/veganblitz']",Veganblitz GmbH,,"{'Irina Itschert': 'Founder', 'Dr. Malte Clasen': 'Founder'}"
Memorando,https://cdn.startbase.com/images/company/memorando/18936f97a7/?w=205&h=64,Mobile brain app offering a scientifically-based training program.,Life Science & Healthcare,Growth Stage,Other,B2C,2013,11-50 Employees,Found,"Berlin, DE",memorado.com,"['http://twitter.com/Memorado', 'https://www.linkedin.com/company/memorado']",Memorando GmbH,,{'Marius Luther': 'Founder'}
Lehrerheld,https://cdn.startbase.com/images/company/lehrerheld/856297a21d/?w=205&h=64,Platform on which teachers can offer their own teaching materials.,Education,Startup Stage,Platform,B2C,2015,1-10 Employees,Found,"Kassel, DE",lehrerheld.com,"['https://www.instagram.com/lehrerheld/?hl=de', 'https://twitter.com/Lehrerheld_com', 'https://www.facebook.com/lehrerheld']",Lehrerheld UG,,{'Patrick Beck': 'Founder'}
Kittysplit,https://cdn.startbase.com/images/company/kittysplit/91fa33a8af/?w=205&h=64,Aufteilen von gemeinsamen Ausgaben über eine App.,"Media, Arts & Entertainment",Startup Stage,SaaS,B2C,2018,1-10 Employees,Found,"Berlin, DE",kittysplit.com,"['https://twitter.com/kittysplit', 'https://www.facebook.com/kittysplit']",Kittysplit UG,,{'Caspar von Wrede': 'Founder'}
Hanfgeflüster,https://cdn.startbase.com/images/company/hanfgefluester/8071d64524/?w=205&h=64,Provider of medical products based on CBD.,Chemicals/Pharmaceuticals,Seed Stage,Manufacturing,B2C,2019,1-10 Employees,Found,"Berlin, DE",hanfgefluester.de,"['https://twitter.com/hanfgefluester?lang=de', 'https://www.linkedin.com/company/hanfgeflüster/', 'https://www.facebook.com/hanfgefluester1/']",Hanfgeflüster GmbH,,"{'Niklas Janka': 'Founder', 'Moritz Fendt': 'Founder'}"
Preis24.de,https://cdn.startbase.com/images/company/preis24/3b545d3ebb/?w=205&h=64,A comparison platform with price-performance ratio.,IT and Communications,Startup Stage,Platform,B2C,2010,1-10 Employees,Found,"Heidelberg, DE",preis24.de,"['https://twitter.com/preis24', 'https://www.linkedin.com/company/preis24.de', 'https://www.facebook.com/preis24']",preis24.de GmbH,,{'Konstantin Sixt': 'Founder'}
bathmatch,https://cdn.startbase.com/images/company/bathmatch/d20ceb2a10/?w=205&h=64,Bathroom product finder using automatic image recognition.,Construction/Real Estate,Seed Stage,SaaS,B2C,2020,1-10 Employees,Found,"Paderborn, DE",bathmatch.de,"['https://www.instagram.com/bathmatch.official/', 'https://www.linkedin.com/company/bathmatch-gmbh/', 'https://www.facebook.com/bathmatch.official/']",bathmatch GmbH,,{'Sarah Imhof': 'Founder'}
Flixbus,https://cdn.startbase.com/images/2804513a61ae63975f4a028d398e996a/e5b661366116d87/?w=205&h=64,,"Automotive, Logistics & Mobility",Steady Stage,Platform,B2C,2012,5001-10000 Employees,Found,"München, DE",flixbus.de,"['https://www.instagram.com/flixbus', 'https://twitter.com/FlixBus', 'https://www.linkedin.com/company/flixbus', 'https://www.facebook.com/FlixBusDE/']",FlixMobility GmbH,,"{'Jochen Engert': 'Founder', 'André Schwämmlein': 'Founder', 'Daniel Krauß': 'Founder'}"
EDITION F,https://cdn.startbase.com/images/company/edition-f/8c467f39af/?w=205&h=64,Online platform that targets a female audience.,"Media, Arts & Entertainment",Startup Stage,Platform,B2C,2014,11-50 Employees,Found,"Berlin, DE",editionf.com,"['https://twitter.com/EditionF_com?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'http://www.linkedin.com/company/edition-f', 'https://www.xing.com/news/pages/edition-f-175?tab=articles', 'https://www.youtube.com/user/EDITIONFcom', 'https://www.facebook.com/EDITIONF/']",EDITION F UG,,{}
Home HT,https://cdn.startbase.com/images/company/home-ht/973f4fd582/?w=205&h=64,Simplifies the renting and leasing of apartments.,Construction/Real Estate,Startup Stage,Platform,B2C,2016,11-50 Employees,Found,"Berlin, DE",home.ht,"['https://twitter.com/homeht_', 'https://www.linkedin.com/company/home-ht/', 'https://www.xing.com/companies/homehtgmbh', 'https://www.facebook.com/homeht1/?fref=ts']",Home HT GmbH,,{'Thilo Konzok': 'Founder'}
veedu,https://cdn.startbase.com/images/company/veedu/79412a9ccc/?w=205&h=64,"E-Learning platform for students, trainees and employees.",Education,Startup Stage,Platform,B2C,2015,11-50 Employees,Found,"Berlin, DE",veedu.de,"['https://www.linkedin.com/company/veedu-gmbh/', 'https://www.facebook.com/veeduLearning']",veedu UG,,{'Robert Thomas Greve': 'Founder'}
myboshi,https://cdn.startbase.com/images/fca0cd67df4cf655360564a3279bb8a7/effd0c790e85291/?w=205&h=64,,"Media, Arts & Entertainment",Steady Stage,Retail / E-Commerce,B2C,2010,1-10 Employees,Found,"Konradsreuth, DE",myboshi.net,"['https://www.instagram.com/myboshi', 'https://www.linkedin.com/company/myboshi/']",myboshi GmbH,,{'Thomas Jaenisch': 'Founder'}
JPK-Trading,https://cdn.startbase.com/images/company/jpk-trading/c153af0950/?w=205&h=64,Offering an algorithm based trading tool and individual support.,Finance & Insurance,Seed Stage,Sale of Services,B2C,2020,1-10 Employees,Found,"Schwelm, DE",jpk-trading.de,['https://www.instagram.com/jpktrading/'],JPK-Trading UG,,{'Jan Philipp Klotz': 'Founder'}
LUNATIVE,https://cdn.startbase.com/images/company/lunative/e20ee5372f/?w=205&h=64,Production and distribution of actively luminous clothing.,Textiles,Startup Stage,Retail / E-Commerce,B2C,2014,1-10 Employees,Found,"Wölferlingen, DE",lunative.com,"['https://twitter.com/Lunative1', 'https://www.youtube.com/channel/UC3kwwwUsnlr9aOiarkX_4AA', 'https://www.facebook.com/lunative']",LUNATIVE GmbH,,"{'Stefan Henzgen': 'Founder', 'Christoph Lamprecht': 'Founder'}"
Creacando,https://cdn.startbase.com/images/company/creacando/4d54feedf3/?w=205&h=64,Boxes with craft accessories and instructions as subscription.,"Media, Arts & Entertainment",Seed Stage,Retail / E-Commerce,B2C,2020,1-10 Employees,Found,"Reppenstedt, DE",creacando.de,"['https://www.instagram.com/creacando/', 'https://www.facebook.com/creacando/']",Creacando UG,,{'Christoph Lang': 'Founder'}
Trinkkost,https://cdn.startbase.com/images/081a35f98302298f7a3835b668b6be2e/a0b2bc53064dab1/?w=205&h=64,,Nutrition & Consumables,Startup Stage,Retail / E-Commerce,B2C,2016,1-10 Employees,Found,"Würselen, DE",trinkkost.de,"['https://www.instagram.com/trinkkost/', 'https://twitter.com/trinkkost', 'https://www.linkedin.com/company/trinkkost-gmbh', 'https://www.facebook.com/trinkkost/']",Trinkkost GmbH,,"{'Gennadi Schechtmann': 'Founder', 'Wickler Stefan': 'Founder'}"
ROQ Cosmetics,https://cdn.startbase.com/images/company/roq-de081801/01d2f0f7a2/?w=205&h=64,Online retail of natural cosmetic products.,Nutrition & Consumables,Seed Stage,Retail / E-Commerce,B2C,2020,1-10 Employees,Found,"Hennef, DE",roq-cosmetics.de,"['https://www.instagram.com/roq.cosmetics/', 'https://www.facebook.com/roqcosmetics-109390230732043/']",ROQ UG,,{'Daniela Voigt': 'Founder'}
Musicmonster,https://cdn.startbase.com/images/company/musicmonster/aad1339bfd/?w=205&h=64,Music search engine and download.,"Media, Arts & Entertainment",Startup Stage,Platform,B2C,2012,1-10 Employees,Found,"München, DE",musicmonster.fm,['http://www.linkedin.com/company/musicmonster'],Musicmonster GmbH,,{}
Studybees,https://cdn.startbase.com/images/company/studybees/334ac71f70/?w=205&h=64,Learning platform for students at German universities.,Education,Startup Stage,Platform,B2C,2013,11-50 Employees,Found,"Mannheim, DE",studybees.de,"['https://twitter.com/Studybees/', 'https://www.linkedin.com/company/studybees-gmbh/']",Studybees UG,,{'Julia Hetzel': 'Founder'}
Neurosphere,https://cdn.startbase.com/images/company/neurosphere/780e0af68d/?w=205&h=64,Online meditation courses based on neurofeedback.,Life Science & Healthcare,Seed Stage,Sale of Services,B2C,2017,1-10 Employees,Found,"Berlin, DE",neurosphere.io,"['https://www.instagram.com/neurosphere.io', 'https://twitter.com/neurosphereio', 'https://www.linkedin.com/company/neurosphere.io/', 'https://www.facebook.com/neurosphere.io']",Neurosphere UG,,"{'Konrad Willi Döring': 'Founder', 'Robert Langer': 'Founder'}"
OpenDress,https://cdn.startbase.com/images/2e526a61355e9e4f91874d170dabb0de/9dcfa5b433cd24d/?w=205&h=64,Fashion collections designed by artificial intelligence.,Textiles,Seed Stage,Retail / E-Commerce,B2C,2020,1-10 Employees,Found,"Konstanz, DE",opendress.com,[],OpenDress GmbH,,"{'Verena Ziegler': 'Founder', 'Dr. Frauke Link': 'Founder'}"
IONIQ Skincare,https://cdn.startbase.com/images/company/ioniq-skincare/e6e9fc3ba4/?w=205&h=64,Spray device for the application of skin care products.,Life Science & Healthcare,Seed Stage,Manufacturing,B2C,2019,11-50 Employees,Found,"Markdorf, DE",ioniqskin.com,"['https://twitter.com/IONIQ_skincare', 'https://www.linkedin.com/company/ioniq/', 'https://www.youtube.com/channel/UC94z-FtCC3pL-JoCamAKozQ', 'https://www.facebook.com/tr?id=451370492001720&ev=PageView&noscript=1']",IONIQ Skincare GmbH & Co KG,,{}
Connact,https://cdn.startbase.com/images/company/corpsconnect/349746554f/?w=205&h=64,Mobile app for communicating within a club.,IT and Communications,Startup Stage,SaaS,B2C,2016,1-10 Employees,Found,"Darmstadt, DE",connact.app,"['https://www.linkedin.com/company/corpsconnect/', 'https://www.xing.com/companies/connactgmbh', 'https://www.youtube.com/channel/UCwos2oNgWN62n6jGrIvIn4g', 'https://www.facebook.com/ConnactFuerDeinenVerein']",Connact GmbH,,"{'Igor Lukin': 'Founder', 'Frank Hartmann': 'Founder', 'Jonathan Hildebrand': 'Founder'}"
Motor-Talk,https://cdn.startbase.com/images/company/motor-talk/5f770de5a8/?w=205&h=64,Online forum for experience and test reports on all aspects of the automobile.,"Automotive, Logistics & Mobility",Steady Stage,Platform,B2C,2007,51-100 Employees,Found,"Berlin, DE",motor-talk.de,['http://www.linkedin.com/company/motor-talk-gmbh'],Motor-Talk GmbH,,"{'Bert Schulzki': 'Founder', 'Hartmut Wöhlbier': 'Founder', 'Tom Kedor': 'Founder'}"
