Name,Logo,Teaser,Sector,Company Stage,Business Model,Customer Focus,Founding Year,Team Size,Handelsregister,Headquarter,Official Website,On Social Media,Legal Entity,About,Members
operaize,https://cdn.startbase.com/images/company/operaize/cc186c045d/?w=205&h=64,Let's make cognitive operations happen !,IT and Communications,Pre-Seed Stage,SaaS,B2B,2019,1-10 Employees,Found,"Köln, DE",operaize.com,['https://www.linkedin.com/company/operaize'],operaize GmbH,"operaize develops a new, revolutionary",{'Christoph Lieth': ''}
7Learnings,https://cdn.startbase.com/images/company/7learnings/8338a9d340/?w=205&h=64,We optimize prices for retailers,Other,Seed Stage,SaaS,B2B,2019,1-10 Employees,Found,"Berlin, DE",7learnings.com,['https://www.linkedin.com/company/7learnings'],7Learnings GmbH,"7Learnings provides a software service to help e-commerce companies optimize their prices. Thanks to our algorithm, online retailers can save up to 10% of discounts while achieving the same revenue. This works by identifying and eliminating unnecessary discounts. At the same time, more discounts will be channeled into products with higher price elasticity.",{'Felix Hoffmann': ''}
Finoa GmbH,https://cdn.startbase.com/images/company/finoa-gmbh/447fc24285/?w=205&h=64,Your Key to Digital Asset Banking,Finance & Insurance,Seed Stage,Other,B2B,2018,11-50 Employees,Found,"Potsdam, DE",finoa.io,"['https://twitter.com/Finoa_Banking', 'https://www.linkedin.com/company/finoabanking/']",Finoa GmbH GmbH,"Finoa provides banking-grade custody and asset-servicing solutions for Digital Assets, customized to institutional investors, HNWI and corporations. The unique warm-storage custody platform enables its users to store and manage their cryptographic tokens under military-grade security standards, while providing a directly accessible, highly intuitive and unique user-experience. To provide multi-asset productivity the custody infrastructure serves as the base to a growing product portfolio, such as Prime Brokerage, Staking and Lending. Finoa was founded in 2018, is based in Berlin/Germany and is granted a preliminary crypto custody license approval as qualified custodian (§64y KWG) by German Federal Financial Supervisory Authority (BaFin). Finoa is backed by renowned investors like Coparion, Venture Stars and Signature Ventures.",{'Nelson Macchi': ''}
INHUBBER UG,https://cdn.startbase.com/images/company/inhubber-ug/b17569c571/?w=205&h=64,B2B SaaS Contract Lifecycle Management And Execution Platform with a Digital Signature based on white box AI and blockchain.,Agriculture & Forestry,Startup Stage,Other,B2B,2019,1-10 Employees,Found,"Berlin, DE",inhubber.com,"['https://twitter.com/inhubber1', 'https://www.linkedin.com/company/inhubber/', 'https://www.facebook.com/groups/inhubber/']",INHUBBER UG UG (haftungsbeschränkt) (limi,"INHUBBER offers a cost-efficient Contract Management solution. Using blockchain we apply one version of truth and identity assurance principles to the contract world. Using AI we enable contracts to be consistent, executable, connected to IoT, giving back full control of data and processes behind the contracts to the business process owner.",{'Leonid Mechik': ''}
Meshcapade,https://cdn.startbase.com/images/company/meshcapade/54ebc3be7a/?w=205&h=64,digital humans made easy!,IT and Communications,Startup Stage,SaaS,B2B,2018,1-10 Employees,Found,"Tübingen, DE",meshcapade.com,"['https://twitter.com/meshcapade', 'https://www.linkedin.com/company/meshcapade/', 'https://www.facebook.com/meshcapade']",Meshcapade GmbH,"Meshcapade is revolutionizing the world of human body modeling, sizing, and animation.","{'Talha Zaman': 'CTO | Co-founder', 'Michael J. Black': 'Adviser | Co-founder', 'Naureen Mahmood': 'CEO | Co-founder'}"
StaysInStyle,https://cdn.startbase.com/images/company/staysinstyle-gmbh/ba2f362133/?w=205&h=64,Mamis Travelguide is the first online travel booking platform for families in the German speaking region - offering a handpicked selection of only the best family accomodations,Tourism,Seed Stage,Retail / E-Commerce,B2B,2018,1-10 Employees,Found,"München, DE",mamistravelguide.com,"['https://www.instagram.com/mamistravelguide', 'https://twitter.com/privacy', 'https://www.facebook.com/mamistravelguide/']",StaysInStyle GmbH,"""Are you still searching endlessly for the perfect accomodation for your next holiday, or already finding it with only a few klicks on Mamis Travelguide?""",{'Laetitia Hörnler': ''}
TicketHash Technology,https://cdn.startbase.com/images/company/tickethash-technology/02ca982419/?w=205&h=64,"TicketHash is a blockchain based SaaS ticketing engine that eliminates ticket fraud, enables a safe and controlled secondary market and an easy digital distribution (TicketChange).","Media, Arts & Entertainment",Startup Stage,SaaS,B2B,2018,1-10 Employees,Found,"Lünen, DE",tickethash.com,"['https://www.linkedin.com/company/tickethash-technology/', 'https://www.facebook.com/TicketHash-205412753290188/?ref=br_rs']",TicketHash Technology TicketHash Technology UG (haft,"TicketHash focuses primarily on the B2B market and offers an easy integration into existing workflows of ticketing companies, event organizer and venue owners. TicketHash can be linked with CRM systems via API integration. This offers a new marketing channel for direct One2One marketing via in app notifications & insights of statistics and real time monitoring. Smart contracts define the resell.","{'Marcus Rump, Stefan Gajewski, Oliver Nolden': ''}"
Dendropharm,https://cdn.startbase.com/images/company/dendropharm/e2e2ed5d2b/?w=205&h=64,We bring your drug to the target,Chemicals/Pharmaceuticals,Startup Stage,Manufacturing,B2B,2013,1-10 Employees,Found,"Berlin, DE",dendropharm.de,[],Dendropharm Dendropharm GmbH,"Support us in solving the opiod crisis - invest into our novel dendritic analgesic which has the power of opiates but without side effects - no sedation, no constipation, no addiction. To balance risk - we also develop generica plus - enhanced generica for the veterinary market. Join us to become a game changer in pharma. Help millions of patients and earn millions of Euro.",{'Sam More': ''}
Quick Turn Studio GmbH,https://cdn.startbase.com/images/company/quick-turn-studio-gmbh/aea334d3e7/?w=205&h=64,SevenIDE is a complete software solution for the design and engineering of digital human-machine interfaces and user interfaces for automotive and other embedded applications.,"Automotive, Logistics & Mobility",Seed Stage,SaaS,B2B,2018,1-10 Employees,Found,"Berlin, DE",quickturnstudio.com,['https://www.linkedin.com/company/quick-turn-studio-gmbh'],Quick Turn Studio GmbH GmbH,"Quick Turn Studio GmbH philosophy is based on designer empowerment, prioritizing ease of use, rapid prototyping, workflow efficiency.",{'-Jur. Paul Reich LL. M.': ''}
accundu ,https://cdn.startbase.com/images/company/accundu/1979a31678/?w=205&h=64,"accundu GmbH is developer, system supplier and distributor for customized battery systems in Germany.",Energy & Electricity,Growth Stage,Manufacturing,B2B,2016,11-50 Employees,Found,"Waiblingen, DE",accundu.de,['https://www.linkedin.com/company/merath-metallsysteme-gmbh'],accundu GmbH,"accundu GmbH ist Entwickler, Systemlieferant und Distributor für kundenspezifische Akku- und Batteriesysteme in Deutschland.",{'Jan Hetzel': ''}
chembid GmbH,https://cdn.startbase.com/images/company/chembid-gmbh/0b10c207c2/?w=205&h=64,chembid is the world's largest metasearch engine and business platform specialized in chemicals and plastics.,Chemicals/Pharmaceuticals,Startup Stage,Other,B2B,2017,1-10 Employees,Found,"Oldenburg, DE",chembid.com,"['https://twitter.com/chembid_com', 'https://www.linkedin.com/company/chembid', 'https://www.xing.com/companies/chembidgmbh%26co.kg', 'https://www.facebook.com/chembid-284835578595586/']",chembid GmbH GmbH,"chembid is the world's largest metasearch engine and business platform specialized in chemicals and plastics. The chembid search engine currently includes more than 1.9 million offers from more than 90,000 suppliers – and still increasing. The chembid search engine is complemented by the marketplace for providers as well as a tendering function.",{'Christian Bürger': ''}
MotionsCloud,https://cdn.startbase.com/images/company/motionscloud/884731605f/?w=205&h=64,All in one mobile & AI solution to reduce insurance claim cost and claim cycle time from days to hours.,Finance & Insurance,Startup Stage,Other,B2B,2016,1-10 Employees,Found,"Mannheim, DE",motionscloud.com,[],MotionsCloud UG,"MotionsCloud provides an intelligent claims solution for P&C insurers to streamline and automate claims processes. The solution reduces cycle time from days to hours, reduces expenses up to 75%, and improves the customer experience with mobile, artificial intelligence (AI), and video-enabled technologies which can integrate with legacy systems.",{'Lex Tan': ''}
Climedo Health,https://cdn.startbase.com/images/company/climedo-health/f2ac81147f/?w=205&h=64,"The secure, cloud-based solution for anyone who wants to advance clinical research while saving valuable time.",Life Science & Healthcare,Startup Stage,SaaS,B2B,2017,1-10 Employees,Found,"München, DE",climedo.de,['https://www.linkedin.com/company/climedo-health/'],Climedo Health GmbH,"Climedo improves research processes at hospitals by providing doctors with an intelligent software solution to efficiently collect, archive and visualize clinical and biomedical data throughout their research process.",{'Sascha Ritz': ''}
Alpha-Telemed AG,https://cdn.startbase.com/images/company/alpha-telemed-ag/44f6ed0953/?w=205&h=64,Tele-health systems for Parkinson's patients - in Germany and in India,Life Science & Healthcare,Startup Stage,Other,B2B,2016,1-10 Employees,Found,"Berlin, DE",alpha-telemed.com,[],Alpha-Telemed AG Aktiengesellschaft (AG),"Alpha-Telemed AG is a Berlin-based company specializing in telemedicine solutions for home-monitoring of Parkinson's patients. We are presently in the early phases of expanding to India, where we focus on tele-health and physiotherapy, also for Parkinson's patients.",{'Maliha Shah': ''}
talent.io,https://cdn.startbase.com/images/company/talent-io/8a02b10d30/?w=205&h=64,Europe's fastest-growing job platform for tech professionals,IT and Communications,Startup Stage,Platform,B2B,2015,11-50 Employees,Found,"Berlin, DE",talent.io,"['https://twitter.com/talent_io_de', 'https://www.linkedin.com/company/talent-io', 'https://www.facebook.com/talent.ioDE/']",talent.io GmbH,"talent.io is the simplest to find a tech job in Berlin, Hamburg and Munich. On talent.io, companies apply to you. Simply import your LinkedIn profile, tell your Talent Advocate what you are looking for, and start receiving interview requests from top tech companies on the platform.",{'Ivo Betke': ''}
Mobile Learning Labs GmbH,https://cdn.startbase.com/images/company/mobile-learning-labs-gmbh/8ceb9f62e4/?w=205&h=64,"Mobile Learning Labs is the creator of award-winning software, Quizzer. 
Quizzer® helps companies train their staff in a enjoyable environment and strengthens their in-house compa",Education,Growth Stage,SaaS,B2B,2015,1-10 Employees,Found,"Berlin, DE",ml-labs.com,[],Mobile Learning Labs GmbH Mobile Learning Labs GmbH,Quizzer® is the perfect addition to seminars or web-based training when information needs to be transformed into sustained knowledge. Further practical applications include corporate communication. ,{'Christian Kiefer': ''}
BABYBE,https://cdn.startbase.com/images/company/babybe/f455a0e8a9/?w=205&h=64,Our developed infant incubator emulates parental closeness - the hightech early birth mattress with heart.,Life Science & Healthcare,Growth Stage,Other,B2B,2011,1-10 Employees,Found,"Stuttgart, DE",babybemedical.com,['https://www.linkedin.com/company/babybe'],BABYBE GmbH,Hightech-Frühchenmatratze mit Herz ,{'Raphael Lang': ''}
ZIP Software GmbH,https://cdn.startbase.com/images/company/zip-software-gmbh/90a945588d/?w=205&h=64,Zip software helps to keep the business simple and to waste no time on administration.,IT and Communications,Startup Stage,SaaS,B2B,2018,1-10 Employees,Found,"Rosenfeld, DE",zip.app,[],ZIP Software GmbH GmbH,Die zip.app ist ein persönlicher Assistent für Unternehmer. ,{'Frank Moser': ''}
Curing Shot UG,https://cdn.startbase.com/images/company/curing-shot-ug/383a7254ff/?w=205&h=64,Curingshot UG - The healthy functional food brand !,Nutrition & Consumables,Startup Stage,Retail / E-Commerce,B2B,2017,1-10 Employees,Found,"München, DE",curingshot.de,"['https://www.linkedin.com/company/curingshot/', 'https://www.facebook.com/curingshot']",Curing Shot UG Curing Shot UG,"Curingshot UG is a young, dynamic and transformative company with the ultimate goal of changing the current way people think about functional food and make their everday-lives healthier and easier through functional and healthy convience food. Besides, we ensure that our products as well as our company are climate-neutral, because being environmentally friendly is another aspect in our philosophy.",{'Tobias Spiethaler': ''}
Energy Labs GmbH,https://cdn.startbase.com/images/company/energy-labs/0b36aa93c8/?w=205&h=64,Energy saving as a service: provider of scalable solutions for a more sustainable future.,Energy & Electricity,Seed Stage,SaaS,B2B,2020,1-10 Employees,Found,"Berlin, DE",energy-labs.com,"['https://www.linkedin.com/company/energy-labs-gmbh', 'https://www.facebook.com/energylabsgmbh']",Energy Labs GmbH GmbH,"We provide innovative hard- and software to lower the voltage level in buildings. This results in less energy consumption, less CO2 emissions and saves costs.",{'Matthias Hemmerle': ''}
LOFINO,https://cdn.startbase.com/images/company/lofino-f0c7aa9e/d54fa53190/?w=205&h=64,App for employee benefits.,Consulting,Seed Stage,SaaS,B2B,2018,1-10 Employees,Found,"Kleinmachnow, DE",lofino.de,"['http://www.linkedin.com/company/lofino/', 'https://www.youtube.com/channel/UCjr_R2ziIa1lGc-plE56Ljw', 'https://www.facebook.com/LofinoDeutschland/']",LOFINO GmbH,,"{'Thomas Biermann': '', 'Oliver Hagen': 'Founder'}"
innocado GmbH,https://cdn.startbase.com/images/company/innocado-gmbh/295d6aad89/?w=205&h=64,As a HR-Tech startup we support organisations to benefit from the innovation potential of their entire workforce by improving the level of cooperation and knowledge transfer.,Finance & Insurance,Seed Stage,SaaS,B2B,2018,1-10 Employees,Found,"Hannover, DE",innocado.de,"['https://twitter.com/innocado', 'https://www.linkedin.com/company/innocado/', 'https://de-de.facebook.com/innocado/']",innocado GmbH GmbH,"We revolutionize the future of collaboration in organisations by creating a more efficient and rewarding way of working together. On our platform we foster cross-group collaboration by matching employees with complementary skills to interdisciplinary teams in which they create innovate product ideas, solve company or customer problems and share knowledge beyond company borders.",{'Lorenz Gehrmann': ''}
gofuba,https://cdn.startbase.com/images/company/gofuba/58c1eb3356/?w=205&h=64,"gofuba is a platform for football players, which focuses on the organisation of pick up games and helps football players to find other football enthuasiast easily.",Sports & Amusement/Gaming incl. Online,Pre-Seed Stage,SaaS,B2B,2019,1-10 Employees,Found,"Münster, DE",gofuba.com,"['https://www.linkedin.com/company/gofuba/', 'https://www.facebook.com/gofuba/']",gofuba UG (haftungsbeschränkt),"Organizing a football pick up game can take up to 60 Minutes. gofuba gives the 11 millionen football players in Germany the opportunity to organize pickup games and connect with each other, in less then 30 seconds.",{'Piet Johann Ginski': ''}
BLUEBOOK-Deutschland,https://cdn.startbase.com/images/company/bluebook-deutschland-gmbh/8a1ba6fc1c/?w=205&h=64,Digitalisierung von Bestandsgebäuden mit dem Fokus Technik und Kommunikation,Construction/Real Estate,Growth Stage,SaaS,B2B,2016,1-10 Employees,Found,"Stephanskirchen, DE",bluebook-deutschland.de,[],BLUEBOOK-Deutschland GmbH,"Einhaltung von Verkehrssicherungspflichten bei allen Liegenschaften unabhängig vom Standort. Kommunikation mit Handwerkern, Mietern, Hausmeistern ohne Grenzen. Archivierung aller Dokumente, Wartungsnachweise und Instandsetzungsnachweise beim betroffenen Bauteil (Aufzug, Heizung, Klim). Einhaltung aller gesetzlichen Vorgaben durch Fristenbuch und Erinnerungsfunktionen, Ticketsystem mit Photos.",{'Robert Färber': ''}
P3KI GmbH,https://cdn.startbase.com/images/company/p3ki-gmbh/5c518ce00f/?w=205&h=64,Fully decentralized solutions for arbitrarily precise access delegation and control.,"Automotive, Logistics & Mobility",Startup Stage,Manufacturing,B2B,2014,1-10 Employees,Found,"Berlin, DE",p3ki.com,"['https://twitter.com/p3ki', 'https://www.linkedin.com/company/p3ki/']",P3KI GmbH GmbH,"P3KI offers the world's first fully decentralized and offline capable solution for delegating permissions, roles and capabilities in scenarios covering IoT, industry applications, and automotive. ",{'Gregor Jehle': ''}
TAWNY GmbH,https://cdn.startbase.com/images/company/tawny-gmbh/1961fb926d/?w=205&h=64,"Emotion AI to make the world's products, services and environments empathic.",Other,Seed Stage,SaaS,B2B,2017,1-10 Employees,Found,"München, DE",tawny.ai,"['https://twitter.com/tawny_ai', 'https://www.linkedin.com/company/tawny-ai', 'https://www.facebook.com/TawnyEmotionAI/']",TAWNY GmbH GmbH,"TAWNY is offering B2B Emotion AI as an enabling technology for various industries and customers, ranging from media companies to automotive manufacturers. Our USP is to develop customized Affective Computing algorithms for our clients to establish the Affective Computing market in Europe.",{'Regina Burgmayr': ''}
QualiFiction,https://cdn.startbase.com/images/company/qualifiction/28cbb85c29/?w=205&h=64,AI driven software for text analysis and evaluation of book success.,"Media, Arts & Entertainment",Startup Stage,SaaS,B2B,2017,1-10 Employees,Found,"Hamburg, DE",qualifiction.info,"['https://twitter.com/qualifiction', 'http://www.linkedin.com/company/qualifiction', 'https://www.facebook.com/QualiFiction/']",QualiFiction GmbH,,"{'Gesa Schöning': 'Founder', 'Dr. Ralf Winkler': 'Founder'}"
Jonny Git,https://cdn.startbase.com/images/company/jonnygit-gmbh/91636075be/?w=205&h=64,Jonny Git helps software engineering teams to improve quality and time-to-market with relevant coding insights.,IT and Communications,Startup Stage,SaaS,B2B,2019,1-10 Employees,Found,"Berlin, DE",jonnygit.com,['https://www.linkedin.com/company/jonnygit'],Jonny Git GmbH,Jonny Git develops holistic data-driven solutions for software building teams to easily manage daily challenges and develop teams into high performing software development organizations.,{'Mihai Melonari': 'Co-Founder & Managing Director'}
Recover2go,https://cdn.startbase.com/images/company/recover2go/541516d48d/?w=205&h=64,Recover2go: the Rever reusable lid for disposable cups - makes Coffee2go more environmentally friendly and user-friendly.,Nutrition & Consumables,Startup Stage,Other,B2C,2016,1-10 Employees,Found,"Sindelfingen, DE",recover2go.com,[],Recover2go UG,"Unser Schwerpunkt liegt auf dem momentan viel diskutiertem Thema ""Müllvermeidung bei Coffee2go"". Die Einführung der Mehrwegbecher fanden wir Anfang 2015 schon nicht sehr optimal. ",{'Elisa Schittenhelm': ''}
mynoise GmbH,https://cdn.startbase.com/images/company/mynoise-gmbh/4d39174e2a/?w=205&h=64,"mynoise GmbH has developed the world's first digital guideline-based behavioural therapy for chronic tinnitus, which is called Kalmeda (www.kalmeda.de)",Life Science & Healthcare,Growth Stage,Other,B2C,2015,1-10 Employees,Found,"Duisburg, DE",kalmeda.de,"['https://twitter.com/DrUsoWalter', 'https://www.facebook.com/search/top/?q=mynoise&epa=SEARCH_BOX']",mynoise GmbH GmbH,"Kalmeda is available anytime and anywhere, 24/7 ",{'Christof Schifferings': ''}
ChillChoc,https://cdn.startbase.com/images/company/chillchoc-dein-st-ck-erde-ug-haftungsbeschr-nkt/2c04e260d4/?w=205&h=64,"ChillChoc - the first ansti-stress cocoa with natural Cannabidiol (CBD) from hemp leaves. 100% vegan, organic and relaxing!",Nutrition & Consumables,Growth Stage,Retail / E-Commerce,B2C,2018,1-10 Employees,Found,"Stuttgart, DE",chillchoc.de,"['https://www.linkedin.com/company/chillchoc/', 'http://www.facebook.com/ChillChoc.World/']",Dein Stück Erde UG,"ChillChoc is a sustainable, organic and vegan cocoa drink made of 100% natural ingridients inlcuding Cannabidiol (CBD) from hemp leaves. It reduces stress through natural CBD, tastes delicious and helps to remediate soil in developing countries by investing in agricultural projects on-site.",{'Thomas Roglmeier': ''}
Sensovo GmbH,https://cdn.startbase.com/images/company/sensovo-gmbh/55d3659cf0/?w=205&h=64,"Sensovo is a specialist in tactile technology that makes (directional) information perceptible while keeping hands, eyes and ears free",Life Science & Healthcare,Startup Stage,Other,B2C,2018,1-10 Employees,Found,"Heilbronn, DE",sensovo.de,"['https://www.linkedin.com/company/sensovo/', 'https://www.facebook.com/sensovo/']",Sensovo GmbH GmbH,"Sensovo produziert für Dich einen taktilen Navigationsgürtel, der Dich zu Deinem Ziel ""navibriert"". Er zeigt Dir die Richtung, die im Gegensatz zu audio-visuellen Information intuitiv spürbar und damit sofort zu verstehen ist. Damit vermeidet er zusätzlich die Ablenkung in gefährlichen Situationen, wie sie in der Stadt, beim Klettern/Wandern oder auf dem Fahr-/Motorrad entstehen können.",{'Ulrich Straus': ''}
Myster,https://cdn.startbase.com/images/company/myster-gmbh/4dba27d9ef/?w=205&h=64,Myster stands for CARE-FREE RENOVATIONS in the digital age.,Construction/Real Estate,Startup Stage,Other,B2C,2016,1-10 Employees,Found,"Dortmund, DE",myster.de,"['https://www.linkedin.com/company/myster-gmbh/', 'https://www.xing.com/companies/mystergmbh', 'https://de-de.facebook.com/mysterhandwerk']",Myster GmbH,"Myster stands for CARE-FREE RENOVATIONS in the digital age. CARE-FREE, because Myster offers its customers a complete package of desired craftsmanship and selected materials at a fixed price. This means two worries less for the customer. Myster procures the craftsman for the assignment and delivers the material right outside the customer's front door.",{'Katharina Brinkhaus': ''}
Berlin Organics,https://cdn.startbase.com/images/company/bo-berlin-organics-gmbh/dbf85f9460/?w=205&h=64,Organic plant-based nutrition supplements for better performance.,Nutrition & Consumables,Seed Stage,Manufacturing,B2C,2015,1-10 Employees,Found,"Berlin, DE",berlinorganics.de,"['https://www.linkedin.com/company/berlinorganics', 'https://www.facebook.com/MyBerlinOrganics/']",BO Berlin Organics GmbH,"Berlin Organics provides organic plant-based nutrition supplements for a healthy lifestyle. Natural, healthy and optimized nutrition helps you to make the best out of your day. We offer superfood blends, plant-based proteins, meal replacement drinks, slimming drinks and sport nutrition.",{'Klaas Koolman': ''}
AI Sports Coach,https://cdn.startbase.com/images/company/ai-sports-coach-gmbh/1be4cfc0d0/?w=205&h=64,"AI-based, personalized coaching via smartphone, is revolutionizing the way we do sports in the future.",Life Science & Healthcare,Startup Stage,Manufacturing,B2C,2018,1-10 Employees,Found,"Baden-Baden, DE",sportifyme.app,[],AI Sports Coach GmbH,"sportifyMe is a family of mobile sports and fitness apps (iOS, Android), which coach the athlete by analyzing the mobile phone camera image, detect execution errors and support him with suggestions for improvement - in real time. ",{'Lorenz Petersen': ''}
Energiespeicher-Online GmbH,https://cdn.startbase.com/images/company/energiespeicher-online-gmbh/213e3bdc08/?w=205&h=64,Platform for the private and commercial energy transition,"Automotive, Logistics & Mobility",Startup Stage,Retail / E-Commerce,B2C,2017,1-10 Employees,Found,"Frankfurt, DE",energiespeicher-online.de,"['https://twitter.com/Energie_Online', 'https://www.linkedin.com/company/energiespeicher-online', 'https://www.xing.com/xbp/pages/energiespeicher-online-gmbh', 'https://www.facebook.com/energiespeicher.online/']",Energiespeicher-Online GmbH GmbH,We regard ourselves as a platform for the private and commercial ,{'Christine Beulke': ''}
FAAREN GmbH,https://cdn.startbase.com/images/company/faaren-gmbh/1f7e2ff877/?w=205&h=64,FAAREN is the first and only car subscription platform for all car dealers and rentals in the German-speaking countries.,"Automotive, Logistics & Mobility",Seed Stage,Platform,B2C,2018,11-50 Employees,Found,"Rottendorf, DE",faaren.com,"['https://www.linkedin.com/company/faaren', 'https://www.facebook.com/drivefaaren/']",FAAREN GmbH GmbH,"With FAAREN you subscribe your car online for a monthly all-inclusive fixed price and can cancel or change every 30 days. The fixed price includes repairs, maintenance, wear and tear, TÜV (HU &amp; AU), registration, insurance, taxes and winter tires. If you wish, you can have your car delivered to your desired address anywhere in Germany or pick it up yourself. You have a large selection of different makes and models and can choose your individual car with special equipment. FAAREN is the better and more flexible alternative to leasing or renting. Subscribe to FAAREN and forget all the stress and paperwork around owning your car.","{'Daniel Garnitz': 'CEO', 'Konstantin Stenzel': 'CMO'}"
Troodle Mobility Solution GmbH,https://cdn.startbase.com/images/company/troodle-mobility-solution-gmbh/132a596a89/?w=205&h=64,"Riding together, riding along, sharing journeys - spending a part of the way together. Environmentally and climate-friendly individual transport is so easy","Automotive, Logistics & Mobility",Pre-Seed Stage,SaaS,B2C,2018,1-10 Employees,Found,"Reutlingen, DE",troodle.me,"['https://twitter.com/Troodle_Now', 'https://www.facebook.com/troodle.me/']",Troodle Mobility Solution GmbH GmbH,"Mit der Troodle-App erschaffen wir eine Basisplattform für zukünftige Mobilität. Unser Ansatz ist die signifikante Erhöhung der Belegungsrate in den ohnehin fahrenden PKWs. Will man Klimaziele noch erreichen, geht das nur mit den Autofahrern, nicht gegen sie!",{'Bernd Sailer': 'CEO'}
3NRG GmbH - PALIGO.DE,https://cdn.startbase.com/images/company/3nrg-gmbh-paligo-de/1c4868763d/?w=205&h=64,"3NRG is the marketplace for consumer goods on the shipping unit ""pallet""",IT and Communications,Later Stage,Other,B2C,2015,11-50 Employees,Found,"Schmiedefeld, DE",paligo.de,['https://twitter.com/PALI_GO'],3NRG GmbH - PALIGO.DE GmbH,"PALIGO.DE is your No. 1 sales platform for large quantities of household and gardening products with more than 20.000 customers. Order solid fuels, horticultural products and animal litter with the best service and Germany-wide delivery. Save yourself valuable time and effort and order big quantities of goods for your house, your garden or your pet boxes on pallet.",{'Robert Gnauck': ''}
Craftplaces,https://cdn.startbase.com/images/company/craftplaces/fb81cb4470/?w=205&h=64,Craftplaces brings customers and mobile vendors like food trucks together.,IT and Communications,Seed Stage,Other,B2C,2017,1-10 Employees,Found,"Veitsbronn, DE",craftplaces.com,"['https://twitter.com/craftplaces', 'https://www.linkedin.com/company/craftplaces', 'https://www.facebook.com/craftplaces/']",Craftplaces GmbH,"In 2013 our service started only for food trucks. 2017 we founded Craftplaces to grow internationally and expand our business fields to all mobile vendors like market stoods, fashion trucks and all kinds of companies with changing locations. We are the only one on the market who combines daily locations with catering and event management.",{'Daniel Bendl': ''}
Midaia,https://cdn.startbase.com/images/company/midaia/665fa47143/?w=205&h=64,"AI-based platform for optimizing medication, diet exercises and mental health for patients with rheumatic diseases.",Life Science & Healthcare,Seed Stage,Platform,B2C,2020,1-10 Employees,Found,"Heidelberg, DE",midaia.com,"['https://twitter.com/midaiahealth', 'https://www.linkedin.com/company/midaia', 'https://www.facebook.com/midaiahealth']",Midaia GmbH,Patients with a rheumatic disease should be able to lead a completely normal life without restrictions. This is why we – at Midaia – have set ourselves the goal of improving the health and well-being of all patients with rheumatic diseases.,"{'Felix Lang': 'Founder', 'Abdullah Khalil': '', 'Christine Peine': 'Founder'}"
CONTURN Forward Data Science GmbH,https://cdn.startbase.com/images/company/conturn-forward-data-science-gmbh/7969d97f78/?w=205&h=64,Using AI to make sustainable traveling simple.,Consulting,Pre-Seed Stage,Other,B2C,2017,1-10 Employees,Found,"Frankfurt am Main, DE",future-tourism.com,[],CONTURN Forward Data Science GmbH GmbH,"As the awareness rises that tourism today is not bad per se as long as it is done in a sustainable way, no appropriate tool exists to make sustainable travel simple. ",{'Thomas Mick': ''}
GreenMania ,https://cdn.startbase.com/images/company/greenmania/2a0cd8fbd1/?w=205&h=64,GreenMania is the app for fun in the good life! Users earn points for positive contributions to society and the environment. In return they get discounts.,"Media, Arts & Entertainment",Seed Stage,Other,B2C,2016,1-10 Employees,Found,"Frankfurt am Main, DE",green-mania.com,[],GreenMania GmbH,"Prämien für gute Taten! Unsere Vision ist, einen verantwortlichen Lebensstil in eine einfache und lohnende Erfahrung für jeden Menschen zu verwandeln - und dadurch nachhaltige Marken, Produkte und Projekte weltweit zu fördern. ",{'Georg Schattney': ''}
Pro Delight Food GmbH,https://cdn.startbase.com/images/company/pro-delight-food-gmbh/0c61b30526/?w=205&h=64,"Pro Delight Food offers a healthier ice cream range with less sugar, less fat and more protein compare
to regular ice cream with high quality ingredients and an awesome taste.",Nutrition & Consumables,Startup Stage,Other,B2C,2017,1-10 Employees,Found,"Münsingen, DE",pro-delight.com,"['https://www.linkedin.com/company/pro-delight-food', 'https://www.xing.com/companies/prodelightfoodgmbh', 'https://www.facebook.com/ProDelight.Ice/']",Pro Delight Food GmbH GmbH,"Pro Delight Food offers a healthier ice cream range with less sugar, less fat and more protein compare ",{'Marvin Stenzel': ''}
Runalyze,https://cdn.startbase.com/images/company/runalyze/9f69ecb1de/?w=205&h=64,"Device-independent analysis platform for endurance athletes, which should help to train more intelligently.",Sports & Amusement/Gaming incl. Online,Seed Stage,Platform,B2C,2020,1-10 Employees,Found,"Niederkirchen, DE",runalyze.com,"['https://twitter.com/RunalyzeDE', 'https://www.linkedin.com/company/runalyze/', 'https://www.youtube.com/channel/UCiTkBJVquXR4dn3-wCW8I7Q', 'https://facebook.com/Runalyze']",Runalyze GmbH,"The runalyze.com platform is characterized, among other things, by a high level of detail, independence from individual manufacturers and training philosophies, a long-term perspective for retrospective and future development, and sports science approaches to analysis and control.","{'Hannes Christiansen': 'Founder', 'Michael Pohl': 'Founder'}"
